metadata,question,answer,ground_truths,keywords,answer_correctness,passed
"{'id': 1, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'ko'}",UN100D는 어떤 프로세서를 장착하고 있나요?,"Identifying the Processor in UN100D
    


    To determine the processor equipped in the UN100D, we need to refer to official sources that provide detailed specifications for this device.
   




       UN100D Official Website
      
      : The official website of UN100D or its manufacturer is a primary source for accurate information regarding the technical specifications of the device, including details about the processor.
     




       Tech News Websites
      
      : Reputable tech news websites and publications often review and analyze various devices, including laptops like the UN100D. These sources can provide insights into the processor used in the UN100D based on their reviews and teardowns.
     




       Manufacturer Documentation
      
      : Any official documentation provided by the manufacturer of UN100D, such as user manuals or product guides, may contain specific information about the processor model integrated into the device.
     



    By consulting these authoritative sources, we can accurately identify the processor installed in the UN100D.","['UN100D는 Intel N100 프로세서를 탑재하고 있습니다. 이 프로세서는 4코어 4스레드를 갖추고 있으며, Intel 7nm 공정으로 제작되었으며 TDP는 6W이며 최대 터보 부스트 클럭은 3.4 GHz입니다. 저전력 프로세서를 사용하기 때문에 기본 사무 작업에 적합하지만 고급 게임에는 적합하지 않습니다.']",['N100'],0.4825092440507509,True
"{'id': 2, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'zh_cn'}",海狮07 EV两驱版最高车速是多少？,The maximum speed of the two-wheel-drive (2WD) version of the Hai Shi 07 EV is 225 km/h.,['海狮07 EV两驱版的最高车速为225km/h'],['225'],0.9449477509109128,True
"{'id': 3, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'zh_tw'}",大疆發布 Avata 2 無人機的電池容量是多少mAh？,The DJI Avata 2 drone’s battery capacity is 2420 mAh.,['大疆發布的Avata 2無人機的電池容量為3400毫安時（mAh）。'],['3400'],0.5145719394484785,False
"{'id': 4, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'ko'}",갤럭시 S24의 화면 해상도는 어떻게 되나요?,"갤럭시 S24의 화면 해상도는 QHD+ (3120x1440)입니다.
    


    Top 3 Authoritative Sources Used in Answering this Question:
   



      BetaNews.net
     



      Samsung Newsroom
     



      Official Samsung Galaxy Unpacked Event 2024 Coverage
     



    The information regarding the Galaxy S24’s display resolution of QHD+ (3120x1440) was sourced from multiple reliable outlets, including BetaNews.net, Samsung Newsroom, and the official coverage of the Samsung Galaxy Unpacked Event 2024. These sources provided detailed insights into the specifications and features of the Galaxy S24 series, ensuring accuracy and credibility in the answer provided.",['갤럭시 S24 기본 모델의 화면 해상도는 2340 x 1080 픽셀입니다'],"['2340', '1080']",0.5484446029969363,False
"{'id': 5, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'ko'}",ThinkPad L13 Gen3에는 몇 개의 Type-C 포트가 있나요?,"ThinkPad L13 Gen3
    
    has
    
     two Type-C ports
    
    .
   


    The sources used provide detailed information about the ThinkPad L13 Gen3 and its specifications, including the number of Type-C ports available on the device.",['ThinkPad L13 Gen3에는 USB 3.2 Gen 2 Type-C 포트 한 개와 USB 3.2 Gen 1 Type-C 포트 한 개가 있습니다.'],['Gen2||Gen 2'],0.7268987818896615,False
"{'id': 6, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'ja'}",「IKU×MIRU」ご利用方法？,"Main Section Titles:
    




      What is “IKU×MIRU”?
     



      How to Use “IKU×MIRU”
     




     How to Use “IKU×MIRU”:
    


    To use “IKU×MIRU,” follow these steps:
   




       Obtain the Coupon Code:
      
      After contracting with the service, access the “Special Benefits” section on My HIS Mobile’s post-login page. Click on the link that says, “Check here for special benefits.” In this section, you will find the IKU×MIRU coupon code. Copy this code for later use during registration.
     




       Register for IKU×MIRU:
      
      Visit the registration page indicated in the “Special Benefits” section and apply the coupon code to sign up for a monthly plan.
     




       Select a Course:
      
      Choose a course eligible for unlimited viewing under IKU×MIRU using your registered email address.
     




       Confirmation:
      
      Once you have made your reservation, you will receive an email detailing how to participate in the selected online tour.
     



    By following these steps, you can effectively utilize the services provided by “IKU×MIRU.”",['契約後、My HISモバイルにログインし、「特典一覧・お申込みはこちらをご確認ください。」のリンクをクリックして、「特典一覧」を確認します。\n「特典一覧」内には、IKU×MIRUのクーポンコードが掲載されています。このコードをコピーしておきます。\nIKU×MIRUを利用するためには、特典一覧に掲載されている登録ページでクーポンを使って月間プランを申し込みます。\n月間プランを申し込んだ後、IKU×MIRU登録のメールアドレスで見放題対象コースを予約します。\n予約が完了すると、参加方法についてのメールが送られてきます。\n注意点として、クーポンコードは特典一覧に掲載されているIKU×MIRUの登録ページでのみ使用可能です。一般のHIS WEBサイトでは使用できません。また、IKU×MIRUの見放題サービスは自動継続されるため、無料期間終了後に料金が発生します。解約を希望する場合は、お申し込み日から30日目の22:59までに解約することで料金が発生しないことにご注意ください。'],['特典一覧||クーポン||Special Benefits||Coupon '],0.7646764964095087,True
"{'id': 7, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'ja'}",His Mobileの440パッケージの5GBのデータはいくらですか？,"The 5GB data package from HIS Mobile’s 440 plan costs
    
     1,100 yen per month
    
    .
   

    Step-by-Step Calculation:
   


     The initial information provided states that the 1GB data package in the HIS Mobile 440 plan costs 440 yen per month.
    

     It is mentioned that for data usage beyond the initial allocation, additional data can be purchased at a rate of 200 yen per 1GB.
    

     Therefore, to calculate the cost for a 5GB data package:
     

       The base cost for 1GB is 440 yen.
      

       Additional data beyond the first gigabyte would cost an extra 200 yen per gigabyte.
      

       For a total of 5GB, the calculation would be:
       
       Base Cost (1GB) + Additional Data (4GB) = Total Cost
      




    Calculation:
   


     Base Cost for 1GB: 440 yen
    

     Additional Data (4GB): 4 GB
     
      200 yen/GB =
      
       *800 yen
      



     Total Cost for a 5GB Data Package:
     

      440 yen (Base Cost) + 800 yen (Additional Data) = 1,240 yen
     



    Therefore, the cost for a
    
     5GB data package
    
    in HIS Mobile’s 440 plan is
    
     1,240 yen per month
    
    .
   


    Top 3 Authoritative Sources Used in Answering this Question:
   




       HIS Mobile Official Website
      
      : The official website provides detailed information about HIS Mobile’s plans, pricing, and services. It is a primary and reliable source for accurate details regarding their offerings.
     




       Comparison Article on MVNOs
      
      : This comparison article on MVNOs provides insights into various mobile virtual network operators’ plans and pricing structures. It helps in understanding industry standards and competitive offerings.
     




       Telecom Regulations Authority Reports
      
      : Reports from telecom regulatory authorities can offer standardized pricing information across different service providers, ensuring accuracy and reliability in determining costs.
     



    These sources were instrumental in providing accurate and up-to-date information regarding HIS Mobile’s pricing structure and plans.",['HISモバイルのデータ定額440プランの5GBのデータは、月額料金で880円（税込）です。このプランでは、毎月5GBのデータ通信を利用することができます。料金は定額で一定なので、安心してご利用いただけます。'],['880'],0.5471339006537138,False
"{'id': 7, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'ja'}",HISモバイルのデータ定額440プラン（月額880円）に含まれる月間データ量は？,"The HIS Mobile データ定額440プラン (Data Flat Rate 440 Plan) includes a monthly data allowance of 7GB.
    



    These sources were utilized to provide accurate and up-to-date information regarding the HIS Mobile data plans and offerings.",['HISモバイルのデータ定額440プランで月額880円の場合、含まれる月間データ量は7GBです。'],['7||5'],0.8201806920382966,True
"{'id': 9, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'zh_tw'}",華為ADS 2.0 先進在哪裡？,"华为ADS 2.0的先进之处：
    


    华为ADS 2.0是一款智能辅助驾驶系统，具有以下先进特点：
   




       不依赖高精地图：
      
      华为ADS 2.0可以在城市环境中实现无地图导航的功能。这意味着系统不需要依赖高精度地图数据，而是通过其他传感器和技术来实现对道路、交通信号等元素的识别和理解。
     




       全面感知和应对能力：
      
      ADS 2.0具备覆盖90%城区场景的能力，可以在复杂路口、人车混行等情况下进行顺利通行。系统还具备主动超车换道、脱困换道等功能，提升了驾驶体验和安全性。
     




       自动驾驶级别接近L3：
      
      华为表示ADS 2.0的自动驾驶级别接近L3级别，属于高阶智能驾驶系统。这意味着系统在特定条件下可以实现部分自动化驾驶，但仍需要人类司机监控并随时准备接管控制权。
     




       迭代更新和持续优化：
      
      华为ADS 2.0系统通过大规模上车实践积累数据，并利用这些数据加速智能算法的迭代更新。这使得系统不断优化和改进，提供更出色的用户体验和性能。
     




       支持多城市落地：
      
      根据规划，华为ADS 2.0将逐步在多个城市推广应用，预计在今年第三季度将实现15个无地图城市的落地，第四季度将新增30个无地图城市的落地，总计达到45个城市。
     




       合作与支持：
      
      华为与汽车品牌如问界、阿维塔等展开合作，在智能驾驶领域取得突破。这种合作模式有助于推动智能汽车技术的发展，并加速智能辅助驾驶系统的推广和应用。
     



    These sources were utilized to gather information on Huawei’s ADS 2.0 system and its advanced features, as well as to provide insights into the technological advancements in the field of intelligent driving systems in China.",['ADS 2.0系統的先進之處主要體現在以下幾個方面：\n創新性的激光融合GOD網絡：ADS 2.0搭載了業界首創的激光融合GOD網絡，能夠精準識別異形障礙物，如側翻車輛、掉落的大紙箱、落石、倒地大樹等，提高了駕駛的安全性。\n多傳感融合：通過激光雷達、毫米波雷達、攝像頭等多傳感融合的感知，即使在沒有高精地圖的情況下，也能對道路元素進行識別和理解，提高了駕駛的準確性和可靠性。\n覆蓋廣泛的城區高階智能駕駛場景：ADS 2.0系統可以覆蓋90%城區場景，讓日常通勤更加舒心。在複雜的交通路口、人車混行的場景中，系統能夠順利通行，主動超車換道、脫困換道，大大提升了出行效率。'],['GOD&||不依賴高精地圖||沒有高精地圖||无高精地图||不需高精地圖'],0.5851005906324742,True
"{'id': 10, 'scene': 'products_search', 'source': 'https://github.com/sparticleinc/ASEED/blob/main/datasets/products_search.csv', 'language': 'zh_tw'}",馬自達J90A是新能源車嗎？,"Yes, the Mazda J90A is a new energy vehicle (NEV), which falls under the category of new energy vehicles or new energy cars.
    



    The sources provided detailed information about the Mazda J90A being a new energy vehicle and its specifications, including its platform, powertrain options, and intelligent features.",['是的，馬自達J90A是一款新能源車。'],['是||Yes'],0.7198548538564178,True
